,filename,class_name,class_number,fold,path
14942,4943.png,bird,2,0,../data/cifar10/train/bird/4943.png
14943,4944.png,bird,2,5,../data/cifar10/train/bird/4944.png
14944,4945.png,bird,2,1,../data/cifar10/train/bird/4945.png
14945,4946.png,bird,2,4,../data/cifar10/train/bird/4946.png
14946,4947.png,bird,2,7,../data/cifar10/train/bird/4947.png
14947,4948.png,bird,2,9,../data/cifar10/train/bird/4948.png
14948,4949.png,bird,2,4,../data/cifar10/train/bird/4949.png
14949,4950.png,bird,2,6,../data/cifar10/train/bird/4950.png
14950,4951.png,bird,2,9,../data/cifar10/train/bird/4951.png
14951,4952.png,bird,2,2,../data/cifar10/train/bird/4952.png
14952,4953.png,bird,2,0,../data/cifar10/train/bird/4953.png
14953,4954.png,bird,2,5,../data/cifar10/train/bird/4954.png
14954,4955.png,bird,2,5,../data/cifar10/train/bird/4955.png
14955,4956.png,bird,2,8,../data/cifar10/train/bird/4956.png
14956,4957.png,bird,2,3,../data/cifar10/train/bird/4957.png
14957,4958.png,bird,2,3,../data/cifar10/train/bird/4958.png
14958,4959.png,bird,2,9,../data/cifar10/train/bird/4959.png
14959,4960.png,bird,2,2,../data/cifar10/train/bird/4960.png
14960,4961.png,bird,2,6,../data/cifar10/train/bird/4961.png
14961,4962.png,bird,2,1,../data/cifar10/train/bird/4962.png
14962,4963.png,bird,2,2,../data/cifar10/train/bird/4963.png
14963,4964.png,bird,2,8,../data/cifar10/train/bird/4964.png
14964,4965.png,bird,2,9,../data/cifar10/train/bird/4965.png
14965,4966.png,bird,2,8,../data/cifar10/train/bird/4966.png
14966,4967.png,bird,2,4,../data/cifar10/train/bird/4967.png
14967,4968.png,bird,2,9,../data/cifar10/train/bird/4968.png
14968,4969.png,bird,2,3,../data/cifar10/train/bird/4969.png
14969,4970.png,bird,2,0,../data/cifar10/train/bird/4970.png
14970,4971.png,bird,2,9,../data/cifar10/train/bird/4971.png
14971,4972.png,bird,2,5,../data/cifar10/train/bird/4972.png
14972,4973.png,bird,2,0,../data/cifar10/train/bird/4973.png
14973,4974.png,bird,2,4,../data/cifar10/train/bird/4974.png
14974,4975.png,bird,2,0,../data/cifar10/train/bird/4975.png
14975,4976.png,bird,2,6,../data/cifar10/train/bird/4976.png
14976,4977.png,bird,2,1,../data/cifar10/train/bird/4977.png
14977,4978.png,bird,2,3,../data/cifar10/train/bird/4978.png
14978,4979.png,bird,2,0,../data/cifar10/train/bird/4979.png
14979,4980.png,bird,2,7,../data/cifar10/train/bird/4980.png
14980,4981.png,bird,2,3,../data/cifar10/train/bird/4981.png
14981,4982.png,bird,2,6,../data/cifar10/train/bird/4982.png
14982,4983.png,bird,2,3,../data/cifar10/train/bird/4983.png
14983,4984.png,bird,2,8,../data/cifar10/train/bird/4984.png
14984,4985.png,bird,2,1,../data/cifar10/train/bird/4985.png
14985,4986.png,bird,2,9,../data/cifar10/train/bird/4986.png
14986,4987.png,bird,2,1,../data/cifar10/train/bird/4987.png
14987,4988.png,bird,2,2,../data/cifar10/train/bird/4988.png
14988,4989.png,bird,2,0,../data/cifar10/train/bird/4989.png
14989,4990.png,bird,2,0,../data/cifar10/train/bird/4990.png
14990,4991.png,bird,2,3,../data/cifar10/train/bird/4991.png
14991,4992.png,bird,2,5,../data/cifar10/train/bird/4992.png
14992,4993.png,bird,2,4,../data/cifar10/train/bird/4993.png
14993,4994.png,bird,2,0,../data/cifar10/train/bird/4994.png
14994,4995.png,bird,2,5,../data/cifar10/train/bird/4995.png
14995,4996.png,bird,2,4,../data/cifar10/train/bird/4996.png
14996,4997.png,bird,2,6,../data/cifar10/train/bird/4997.png
14997,4998.png,bird,2,2,../data/cifar10/train/bird/4998.png
14998,4999.png,bird,2,0,../data/cifar10/train/bird/4999.png
14999,5000.png,bird,2,4,../data/cifar10/train/bird/5000.png
15000,0001.png,cat,3,0,../data/cifar10/train/cat/0001.png
15001,0002.png,cat,3,3,../data/cifar10/train/cat/0002.png
15002,0003.png,cat,3,2,../data/cifar10/train/cat/0003.png
15003,0004.png,cat,3,6,../data/cifar10/train/cat/0004.png
15004,0005.png,cat,3,2,../data/cifar10/train/cat/0005.png
15005,0006.png,cat,3,4,../data/cifar10/train/cat/0006.png
15006,0007.png,cat,3,4,../data/cifar10/train/cat/0007.png
15007,0008.png,cat,3,2,../data/cifar10/train/cat/0008.png
15008,0009.png,cat,3,6,../data/cifar10/train/cat/0009.png
15009,0010.png,cat,3,0,../data/cifar10/train/cat/0010.png
15010,0011.png,cat,3,2,../data/cifar10/train/cat/0011.png
15011,0012.png,cat,3,4,../data/cifar10/train/cat/0012.png
15012,0013.png,cat,3,1,../data/cifar10/train/cat/0013.png
15013,0014.png,cat,3,1,../data/cifar10/train/cat/0014.png
15014,0015.png,cat,3,6,../data/cifar10/train/cat/0015.png
15015,0016.png,cat,3,1,../data/cifar10/train/cat/0016.png
15016,0017.png,cat,3,6,../data/cifar10/train/cat/0017.png
15017,0018.png,cat,3,3,../data/cifar10/train/cat/0018.png
15018,0019.png,cat,3,1,../data/cifar10/train/cat/0019.png
15019,0020.png,cat,3,8,../data/cifar10/train/cat/0020.png
15020,0021.png,cat,3,1,../data/cifar10/train/cat/0021.png
15021,0022.png,cat,3,7,../data/cifar10/train/cat/0022.png
15022,0023.png,cat,3,0,../data/cifar10/train/cat/0023.png
15023,0024.png,cat,3,6,../data/cifar10/train/cat/0024.png
15024,0025.png,cat,3,9,../data/cifar10/train/cat/0025.png
15025,0026.png,cat,3,3,../data/cifar10/train/cat/0026.png
15026,0027.png,cat,3,9,../data/cifar10/train/cat/0027.png
15027,0028.png,cat,3,7,../data/cifar10/train/cat/0028.png
15028,0029.png,cat,3,3,../data/cifar10/train/cat/0029.png
15029,0030.png,cat,3,7,../data/cifar10/train/cat/0030.png
15030,0031.png,cat,3,9,../data/cifar10/train/cat/0031.png
15031,0032.png,cat,3,3,../data/cifar10/train/cat/0032.png
15032,0033.png,cat,3,3,../data/cifar10/train/cat/0033.png
15033,0034.png,cat,3,6,../data/cifar10/train/cat/0034.png
15034,0035.png,cat,3,1,../data/cifar10/train/cat/0035.png
15035,0036.png,cat,3,5,../data/cifar10/train/cat/0036.png
15036,0037.png,cat,3,6,../data/cifar10/train/cat/0037.png
15037,0038.png,cat,3,7,../data/cifar10/train/cat/0038.png
15038,0039.png,cat,3,2,../data/cifar10/train/cat/0039.png
15039,0040.png,cat,3,3,../data/cifar10/train/cat/0040.png
15040,0041.png,cat,3,4,../data/cifar10/train/cat/0041.png
15041,0042.png,cat,3,5,../data/cifar10/train/cat/0042.png
15042,0043.png,cat,3,7,../data/cifar10/train/cat/0043.png
15043,0044.png,cat,3,7,../data/cifar10/train/cat/0044.png
15044,0045.png,cat,3,5,../data/cifar10/train/cat/0045.png
15045,0046.png,cat,3,0,../data/cifar10/train/cat/0046.png
15046,0047.png,cat,3,3,../data/cifar10/train/cat/0047.png
15047,0048.png,cat,3,1,../data/cifar10/train/cat/0048.png
15048,0049.png,cat,3,1,../data/cifar10/train/cat/0049.png
15049,0050.png,cat,3,4,../data/cifar10/train/cat/0050.png
15050,0051.png,cat,3,5,../data/cifar10/train/cat/0051.png
15051,0052.png,cat,3,7,../data/cifar10/train/cat/0052.png
15052,0053.png,cat,3,8,../data/cifar10/train/cat/0053.png
15053,0054.png,cat,3,8,../data/cifar10/train/cat/0054.png
15054,0055.png,cat,3,7,../data/cifar10/train/cat/0055.png
15055,0056.png,cat,3,3,../data/cifar10/train/cat/0056.png
15056,0057.png,cat,3,0,../data/cifar10/train/cat/0057.png
15057,0058.png,cat,3,4,../data/cifar10/train/cat/0058.png
15058,0059.png,cat,3,7,../data/cifar10/train/cat/0059.png
15059,0060.png,cat,3,9,../data/cifar10/train/cat/0060.png
15060,0061.png,cat,3,9,../data/cifar10/train/cat/0061.png
15061,0062.png,cat,3,0,../data/cifar10/train/cat/0062.png
15062,0063.png,cat,3,3,../data/cifar10/train/cat/0063.png
15063,0064.png,cat,3,7,../data/cifar10/train/cat/0064.png
15064,0065.png,cat,3,4,../data/cifar10/train/cat/0065.png
15065,0066.png,cat,3,8,../data/cifar10/train/cat/0066.png
15066,0067.png,cat,3,5,../data/cifar10/train/cat/0067.png
15067,0068.png,cat,3,7,../data/cifar10/train/cat/0068.png
15068,0069.png,cat,3,3,../data/cifar10/train/cat/0069.png
15069,0070.png,cat,3,7,../data/cifar10/train/cat/0070.png
15070,0071.png,cat,3,6,../data/cifar10/train/cat/0071.png
15071,0072.png,cat,3,5,../data/cifar10/train/cat/0072.png
15072,0073.png,cat,3,1,../data/cifar10/train/cat/0073.png
15073,0074.png,cat,3,6,../data/cifar10/train/cat/0074.png
15074,0075.png,cat,3,8,../data/cifar10/train/cat/0075.png
15075,0076.png,cat,3,7,../data/cifar10/train/cat/0076.png
15076,0077.png,cat,3,9,../data/cifar10/train/cat/0077.png
15077,0078.png,cat,3,8,../data/cifar10/train/cat/0078.png
15078,0079.png,cat,3,7,../data/cifar10/train/cat/0079.png
15079,0080.png,cat,3,6,../data/cifar10/train/cat/0080.png
15080,0081.png,cat,3,9,../data/cifar10/train/cat/0081.png
15081,0082.png,cat,3,9,../data/cifar10/train/cat/0082.png
15082,0083.png,cat,3,0,../data/cifar10/train/cat/0083.png
15083,0084.png,cat,3,5,../data/cifar10/train/cat/0084.png
15084,0085.png,cat,3,7,../data/cifar10/train/cat/0085.png
15085,0086.png,cat,3,2,../data/cifar10/train/cat/0086.png
15086,0087.png,cat,3,4,../data/cifar10/train/cat/0087.png
15087,0088.png,cat,3,6,../data/cifar10/train/cat/0088.png
15088,0089.png,cat,3,8,../data/cifar10/train/cat/0089.png
15089,0090.png,cat,3,9,../data/cifar10/train/cat/0090.png
15090,0091.png,cat,3,7,../data/cifar10/train/cat/0091.png
15091,0092.png,cat,3,3,../data/cifar10/train/cat/0092.png
15092,0093.png,cat,3,8,../data/cifar10/train/cat/0093.png
15093,0094.png,cat,3,6,../data/cifar10/train/cat/0094.png
15094,0095.png,cat,3,7,../data/cifar10/train/cat/0095.png
15095,0096.png,cat,3,5,../data/cifar10/train/cat/0096.png
15096,0097.png,cat,3,9,../data/cifar10/train/cat/0097.png
15097,0098.png,cat,3,2,../data/cifar10/train/cat/0098.png
15098,0099.png,cat,3,3,../data/cifar10/train/cat/0099.png
15099,0100.png,cat,3,6,../data/cifar10/train/cat/0100.png
15100,0101.png,cat,3,3,../data/cifar10/train/cat/0101.png
15101,0102.png,cat,3,7,../data/cifar10/train/cat/0102.png
15102,0103.png,cat,3,3,../data/cifar10/train/cat/0103.png
15103,0104.png,cat,3,5,../data/cifar10/train/cat/0104.png
15104,0105.png,cat,3,4,../data/cifar10/train/cat/0105.png
15105,0106.png,cat,3,6,../data/cifar10/train/cat/0106.png
15106,0107.png,cat,3,2,../data/cifar10/train/cat/0107.png
15107,0108.png,cat,3,7,../data/cifar10/train/cat/0108.png
15108,0109.png,cat,3,1,../data/cifar10/train/cat/0109.png
15109,0110.png,cat,3,4,../data/cifar10/train/cat/0110.png
15110,0111.png,cat,3,3,../data/cifar10/train/cat/0111.png
15111,0112.png,cat,3,4,../data/cifar10/train/cat/0112.png
15112,0113.png,cat,3,9,../data/cifar10/train/cat/0113.png
15113,0114.png,cat,3,0,../data/cifar10/train/cat/0114.png
15114,0115.png,cat,3,5,../data/cifar10/train/cat/0115.png
15115,0116.png,cat,3,2,../data/cifar10/train/cat/0116.png
15116,0117.png,cat,3,3,../data/cifar10/train/cat/0117.png
15117,0118.png,cat,3,7,../data/cifar10/train/cat/0118.png
15118,0119.png,cat,3,4,../data/cifar10/train/cat/0119.png
15119,0120.png,cat,3,9,../data/cifar10/train/cat/0120.png
15120,0121.png,cat,3,5,../data/cifar10/train/cat/0121.png
15121,0122.png,cat,3,6,../data/cifar10/train/cat/0122.png
15122,0123.png,cat,3,4,../data/cifar10/train/cat/0123.png
15123,0124.png,cat,3,1,../data/cifar10/train/cat/0124.png
15124,0125.png,cat,3,4,../data/cifar10/train/cat/0125.png
15125,0126.png,cat,3,2,../data/cifar10/train/cat/0126.png
15126,0127.png,cat,3,0,../data/cifar10/train/cat/0127.png
15127,0128.png,cat,3,5,../data/cifar10/train/cat/0128.png
15128,0129.png,cat,3,8,../data/cifar10/train/cat/0129.png
15129,0130.png,cat,3,1,../data/cifar10/train/cat/0130.png
15130,0131.png,cat,3,6,../data/cifar10/train/cat/0131.png
15131,0132.png,cat,3,4,../data/cifar10/train/cat/0132.png
15132,0133.png,cat,3,3,../data/cifar10/train/cat/0133.png
15133,0134.png,cat,3,8,../data/cifar10/train/cat/0134.png
15134,0135.png,cat,3,8,../data/cifar10/train/cat/0135.png
15135,0136.png,cat,3,3,../data/cifar10/train/cat/0136.png
15136,0137.png,cat,3,3,../data/cifar10/train/cat/0137.png
15137,0138.png,cat,3,1,../data/cifar10/train/cat/0138.png
15138,0139.png,cat,3,4,../data/cifar10/train/cat/0139.png
15139,0140.png,cat,3,0,../data/cifar10/train/cat/0140.png
15140,0141.png,cat,3,9,../data/cifar10/train/cat/0141.png
15141,0142.png,cat,3,6,../data/cifar10/train/cat/0142.png
15142,0143.png,cat,3,0,../data/cifar10/train/cat/0143.png
15143,0144.png,cat,3,5,../data/cifar10/train/cat/0144.png
15144,0145.png,cat,3,7,../data/cifar10/train/cat/0145.png
15145,0146.png,cat,3,1,../data/cifar10/train/cat/0146.png
15146,0147.png,cat,3,6,../data/cifar10/train/cat/0147.png
15147,0148.png,cat,3,6,../data/cifar10/train/cat/0148.png
15148,0149.png,cat,3,5,../data/cifar10/train/cat/0149.png
15149,0150.png,cat,3,4,../data/cifar10/train/cat/0150.png
15150,0151.png,cat,3,9,../data/cifar10/train/cat/0151.png
15151,0152.png,cat,3,1,../data/cifar10/train/cat/0152.png
15152,0153.png,cat,3,1,../data/cifar10/train/cat/0153.png
15153,0154.png,cat,3,7,../data/cifar10/train/cat/0154.png
15154,0155.png,cat,3,7,../data/cifar10/train/cat/0155.png
15155,0156.png,cat,3,4,../data/cifar10/train/cat/0156.png
15156,0157.png,cat,3,0,../data/cifar10/train/cat/0157.png
15157,0158.png,cat,3,4,../data/cifar10/train/cat/0158.png
15158,0159.png,cat,3,1,../data/cifar10/train/cat/0159.png
15159,0160.png,cat,3,6,../data/cifar10/train/cat/0160.png
15160,0161.png,cat,3,1,../data/cifar10/train/cat/0161.png
15161,0162.png,cat,3,3,../data/cifar10/train/cat/0162.png
15162,0163.png,cat,3,2,../data/cifar10/train/cat/0163.png
15163,0164.png,cat,3,3,../data/cifar10/train/cat/0164.png
15164,0165.png,cat,3,0,../data/cifar10/train/cat/0165.png
15165,0166.png,cat,3,7,../data/cifar10/train/cat/0166.png
15166,0167.png,cat,3,5,../data/cifar10/train/cat/0167.png
15167,0168.png,cat,3,4,../data/cifar10/train/cat/0168.png
15168,0169.png,cat,3,1,../data/cifar10/train/cat/0169.png
15169,0170.png,cat,3,2,../data/cifar10/train/cat/0170.png
15170,0171.png,cat,3,6,../data/cifar10/train/cat/0171.png
15171,0172.png,cat,3,9,../data/cifar10/train/cat/0172.png
15172,0173.png,cat,3,4,../data/cifar10/train/cat/0173.png
15173,0174.png,cat,3,4,../data/cifar10/train/cat/0174.png
15174,0175.png,cat,3,1,../data/cifar10/train/cat/0175.png
15175,0176.png,cat,3,2,../data/cifar10/train/cat/0176.png
15176,0177.png,cat,3,8,../data/cifar10/train/cat/0177.png
15177,0178.png,cat,3,7,../data/cifar10/train/cat/0178.png
15178,0179.png,cat,3,6,../data/cifar10/train/cat/0179.png
15179,0180.png,cat,3,9,../data/cifar10/train/cat/0180.png
15180,0181.png,cat,3,9,../data/cifar10/train/cat/0181.png
15181,0182.png,cat,3,3,../data/cifar10/train/cat/0182.png
15182,0183.png,cat,3,1,../data/cifar10/train/cat/0183.png
15183,0184.png,cat,3,2,../data/cifar10/train/cat/0184.png
15184,0185.png,cat,3,8,../data/cifar10/train/cat/0185.png
15185,0186.png,cat,3,6,../data/cifar10/train/cat/0186.png
15186,0187.png,cat,3,0,../data/cifar10/train/cat/0187.png
15187,0188.png,cat,3,8,../data/cifar10/train/cat/0188.png
15188,0189.png,cat,3,1,../data/cifar10/train/cat/0189.png
15189,0190.png,cat,3,9,../data/cifar10/train/cat/0190.png
15190,0191.png,cat,3,6,../data/cifar10/train/cat/0191.png
15191,0192.png,cat,3,0,../data/cifar10/train/cat/0192.png
15192,0193.png,cat,3,2,../data/cifar10/train/cat/0193.png
15193,0194.png,cat,3,4,../data/cifar10/train/cat/0194.png
15194,0195.png,cat,3,9,../data/cifar10/train/cat/0195.png
15195,0196.png,cat,3,4,../data/cifar10/train/cat/0196.png
15196,0197.png,cat,3,6,../data/cifar10/train/cat/0197.png
15197,0198.png,cat,3,6,../data/cifar10/train/cat/0198.png
15198,0199.png,cat,3,5,../data/cifar10/train/cat/0199.png
15199,0200.png,cat,3,9,../data/cifar10/train/cat/0200.png
15200,0201.png,cat,3,8,../data/cifar10/train/cat/0201.png
15201,0202.png,cat,3,7,../data/cifar10/train/cat/0202.png
15202,0203.png,cat,3,0,../data/cifar10/train/cat/0203.png
15203,0204.png,cat,3,2,../data/cifar10/train/cat/0204.png
15204,0205.png,cat,3,4,../data/cifar10/train/cat/0205.png
15205,0206.png,cat,3,5,../data/cifar10/train/cat/0206.png
15206,0207.png,cat,3,6,../data/cifar10/train/cat/0207.png
15207,0208.png,cat,3,2,../data/cifar10/train/cat/0208.png
15208,0209.png,cat,3,8,../data/cifar10/train/cat/0209.png
15209,0210.png,cat,3,3,../data/cifar10/train/cat/0210.png
15210,0211.png,cat,3,4,../data/cifar10/train/cat/0211.png
15211,0212.png,cat,3,5,../data/cifar10/train/cat/0212.png
15212,0213.png,cat,3,3,../data/cifar10/train/cat/0213.png
15213,0214.png,cat,3,5,../data/cifar10/train/cat/0214.png
15214,0215.png,cat,3,1,../data/cifar10/train/cat/0215.png
15215,0216.png,cat,3,1,../data/cifar10/train/cat/0216.png
15216,0217.png,cat,3,5,../data/cifar10/train/cat/0217.png
15217,0218.png,cat,3,7,../data/cifar10/train/cat/0218.png
15218,0219.png,cat,3,9,../data/cifar10/train/cat/0219.png
15219,0220.png,cat,3,8,../data/cifar10/train/cat/0220.png
15220,0221.png,cat,3,4,../data/cifar10/train/cat/0221.png
15221,0222.png,cat,3,2,../data/cifar10/train/cat/0222.png
15222,0223.png,cat,3,9,../data/cifar10/train/cat/0223.png
15223,0224.png,cat,3,6,../data/cifar10/train/cat/0224.png
15224,0225.png,cat,3,7,../data/cifar10/train/cat/0225.png
15225,0226.png,cat,3,2,../data/cifar10/train/cat/0226.png
15226,0227.png,cat,3,6,../data/cifar10/train/cat/0227.png
15227,0228.png,cat,3,2,../data/cifar10/train/cat/0228.png
15228,0229.png,cat,3,9,../data/cifar10/train/cat/0229.png
15229,0230.png,cat,3,3,../data/cifar10/train/cat/0230.png
15230,0231.png,cat,3,8,../data/cifar10/train/cat/0231.png
15231,0232.png,cat,3,9,../data/cifar10/train/cat/0232.png
15232,0233.png,cat,3,1,../data/cifar10/train/cat/0233.png
15233,0234.png,cat,3,6,../data/cifar10/train/cat/0234.png
15234,0235.png,cat,3,9,../data/cifar10/train/cat/0235.png
15235,0236.png,cat,3,3,../data/cifar10/train/cat/0236.png
15236,0237.png,cat,3,7,../data/cifar10/train/cat/0237.png
15237,0238.png,cat,3,6,../data/cifar10/train/cat/0238.png
15238,0239.png,cat,3,8,../data/cifar10/train/cat/0239.png
15239,0240.png,cat,3,7,../data/cifar10/train/cat/0240.png
15240,0241.png,cat,3,9,../data/cifar10/train/cat/0241.png
15241,0242.png,cat,3,8,../data/cifar10/train/cat/0242.png
15242,0243.png,cat,3,5,../data/cifar10/train/cat/0243.png
15243,0244.png,cat,3,5,../data/cifar10/train/cat/0244.png
15244,0245.png,cat,3,3,../data/cifar10/train/cat/0245.png
15245,0246.png,cat,3,0,../data/cifar10/train/cat/0246.png
15246,0247.png,cat,3,7,../data/cifar10/train/cat/0247.png
15247,0248.png,cat,3,8,../data/cifar10/train/cat/0248.png
15248,0249.png,cat,3,6,../data/cifar10/train/cat/0249.png
15249,0250.png,cat,3,9,../data/cifar10/train/cat/0250.png
15250,0251.png,cat,3,5,../data/cifar10/train/cat/0251.png
15251,0252.png,cat,3,9,../data/cifar10/train/cat/0252.png
15252,0253.png,cat,3,6,../data/cifar10/train/cat/0253.png
15253,0254.png,cat,3,9,../data/cifar10/train/cat/0254.png
15254,0255.png,cat,3,6,../data/cifar10/train/cat/0255.png
15255,0256.png,cat,3,4,../data/cifar10/train/cat/0256.png
15256,0257.png,cat,3,5,../data/cifar10/train/cat/0257.png
15257,0258.png,cat,3,8,../data/cifar10/train/cat/0258.png
15258,0259.png,cat,3,3,../data/cifar10/train/cat/0259.png
15259,0260.png,cat,3,8,../data/cifar10/train/cat/0260.png
15260,0261.png,cat,3,2,../data/cifar10/train/cat/0261.png
15261,0262.png,cat,3,9,../data/cifar10/train/cat/0262.png
15262,0263.png,cat,3,5,../data/cifar10/train/cat/0263.png
15263,0264.png,cat,3,0,../data/cifar10/train/cat/0264.png
15264,0265.png,cat,3,5,../data/cifar10/train/cat/0265.png
15265,0266.png,cat,3,0,../data/cifar10/train/cat/0266.png
15266,0267.png,cat,3,6,../data/cifar10/train/cat/0267.png
15267,0268.png,cat,3,4,../data/cifar10/train/cat/0268.png
15268,0269.png,cat,3,5,../data/cifar10/train/cat/0269.png
15269,0270.png,cat,3,3,../data/cifar10/train/cat/0270.png
15270,0271.png,cat,3,8,../data/cifar10/train/cat/0271.png
15271,0272.png,cat,3,7,../data/cifar10/train/cat/0272.png
15272,0273.png,cat,3,5,../data/cifar10/train/cat/0273.png
15273,0274.png,cat,3,5,../data/cifar10/train/cat/0274.png
15274,0275.png,cat,3,8,../data/cifar10/train/cat/0275.png
15275,0276.png,cat,3,9,../data/cifar10/train/cat/0276.png
15276,0277.png,cat,3,5,../data/cifar10/train/cat/0277.png
15277,0278.png,cat,3,4,../data/cifar10/train/cat/0278.png
15278,0279.png,cat,3,1,../data/cifar10/train/cat/0279.png
15279,0280.png,cat,3,6,../data/cifar10/train/cat/0280.png
15280,0281.png,cat,3,9,../data/cifar10/train/cat/0281.png
15281,0282.png,cat,3,9,../data/cifar10/train/cat/0282.png
15282,0283.png,cat,3,8,../data/cifar10/train/cat/0283.png
15283,0284.png,cat,3,5,../data/cifar10/train/cat/0284.png
15284,0285.png,cat,3,4,../data/cifar10/train/cat/0285.png
15285,0286.png,cat,3,7,../data/cifar10/train/cat/0286.png
15286,0287.png,cat,3,4,../data/cifar10/train/cat/0287.png
15287,0288.png,cat,3,3,../data/cifar10/train/cat/0288.png
15288,0289.png,cat,3,4,../data/cifar10/train/cat/0289.png
15289,0290.png,cat,3,5,../data/cifar10/train/cat/0290.png
15290,0291.png,cat,3,2,../data/cifar10/train/cat/0291.png
15291,0292.png,cat,3,7,../data/cifar10/train/cat/0292.png
15292,0293.png,cat,3,7,../data/cifar10/train/cat/0293.png
15293,0294.png,cat,3,5,../data/cifar10/train/cat/0294.png
15294,0295.png,cat,3,3,../data/cifar10/train/cat/0295.png
15295,0296.png,cat,3,6,../data/cifar10/train/cat/0296.png
15296,0297.png,cat,3,3,../data/cifar10/train/cat/0297.png
15297,0298.png,cat,3,1,../data/cifar10/train/cat/0298.png
15298,0299.png,cat,3,5,../data/cifar10/train/cat/0299.png
15299,0300.png,cat,3,8,../data/cifar10/train/cat/0300.png
15300,0301.png,cat,3,8,../data/cifar10/train/cat/0301.png
15301,0302.png,cat,3,1,../data/cifar10/train/cat/0302.png
15302,0303.png,cat,3,5,../data/cifar10/train/cat/0303.png
15303,0304.png,cat,3,7,../data/cifar10/train/cat/0304.png
15304,0305.png,cat,3,4,../data/cifar10/train/cat/0305.png
15305,0306.png,cat,3,1,../data/cifar10/train/cat/0306.png
15306,0307.png,cat,3,8,../data/cifar10/train/cat/0307.png
15307,0308.png,cat,3,7,../data/cifar10/train/cat/0308.png
15308,0309.png,cat,3,6,../data/cifar10/train/cat/0309.png
15309,0310.png,cat,3,3,../data/cifar10/train/cat/0310.png
15310,0311.png,cat,3,7,../data/cifar10/train/cat/0311.png
15311,0312.png,cat,3,4,../data/cifar10/train/cat/0312.png
15312,0313.png,cat,3,3,../data/cifar10/train/cat/0313.png
15313,0314.png,cat,3,2,../data/cifar10/train/cat/0314.png
15314,0315.png,cat,3,2,../data/cifar10/train/cat/0315.png
15315,0316.png,cat,3,4,../data/cifar10/train/cat/0316.png
15316,0317.png,cat,3,6,../data/cifar10/train/cat/0317.png
15317,0318.png,cat,3,1,../data/cifar10/train/cat/0318.png
15318,0319.png,cat,3,8,../data/cifar10/train/cat/0319.png
15319,0320.png,cat,3,0,../data/cifar10/train/cat/0320.png
15320,0321.png,cat,3,8,../data/cifar10/train/cat/0321.png
15321,0322.png,cat,3,1,../data/cifar10/train/cat/0322.png
15322,0323.png,cat,3,2,../data/cifar10/train/cat/0323.png
15323,0324.png,cat,3,2,../data/cifar10/train/cat/0324.png
15324,0325.png,cat,3,3,../data/cifar10/train/cat/0325.png
15325,0326.png,cat,3,2,../data/cifar10/train/cat/0326.png
15326,0327.png,cat,3,5,../data/cifar10/train/cat/0327.png
15327,0328.png,cat,3,4,../data/cifar10/train/cat/0328.png
15328,0329.png,cat,3,5,../data/cifar10/train/cat/0329.png
15329,0330.png,cat,3,7,../data/cifar10/train/cat/0330.png
15330,0331.png,cat,3,4,../data/cifar10/train/cat/0331.png
15331,0332.png,cat,3,7,../data/cifar10/train/cat/0332.png
15332,0333.png,cat,3,3,../data/cifar10/train/cat/0333.png
15333,0334.png,cat,3,7,../data/cifar10/train/cat/0334.png
15334,0335.png,cat,3,2,../data/cifar10/train/cat/0335.png
15335,0336.png,cat,3,2,../data/cifar10/train/cat/0336.png
15336,0337.png,cat,3,6,../data/cifar10/train/cat/0337.png
15337,0338.png,cat,3,8,../data/cifar10/train/cat/0338.png
15338,0339.png,cat,3,4,../data/cifar10/train/cat/0339.png
15339,0340.png,cat,3,0,../data/cifar10/train/cat/0340.png
15340,0341.png,cat,3,6,../data/cifar10/train/cat/0341.png
15341,0342.png,cat,3,9,../data/cifar10/train/cat/0342.png
15342,0343.png,cat,3,8,../data/cifar10/train/cat/0343.png
15343,0344.png,cat,3,1,../data/cifar10/train/cat/0344.png
15344,0345.png,cat,3,5,../data/cifar10/train/cat/0345.png
15345,0346.png,cat,3,6,../data/cifar10/train/cat/0346.png
15346,0347.png,cat,3,5,../data/cifar10/train/cat/0347.png
15347,0348.png,cat,3,8,../data/cifar10/train/cat/0348.png
15348,0349.png,cat,3,3,../data/cifar10/train/cat/0349.png
15349,0350.png,cat,3,8,../data/cifar10/train/cat/0350.png
15350,0351.png,cat,3,9,../data/cifar10/train/cat/0351.png
15351,0352.png,cat,3,7,../data/cifar10/train/cat/0352.png
15352,0353.png,cat,3,0,../data/cifar10/train/cat/0353.png
15353,0354.png,cat,3,0,../data/cifar10/train/cat/0354.png
15354,0355.png,cat,3,4,../data/cifar10/train/cat/0355.png
15355,0356.png,cat,3,0,../data/cifar10/train/cat/0356.png
15356,0357.png,cat,3,7,../data/cifar10/train/cat/0357.png
15357,0358.png,cat,3,0,../data/cifar10/train/cat/0358.png
15358,0359.png,cat,3,2,../data/cifar10/train/cat/0359.png
15359,0360.png,cat,3,1,../data/cifar10/train/cat/0360.png
15360,0361.png,cat,3,2,../data/cifar10/train/cat/0361.png
15361,0362.png,cat,3,8,../data/cifar10/train/cat/0362.png
15362,0363.png,cat,3,2,../data/cifar10/train/cat/0363.png
15363,0364.png,cat,3,6,../data/cifar10/train/cat/0364.png
15364,0365.png,cat,3,8,../data/cifar10/train/cat/0365.png
